datetime,zone,price_eur_mwh,resolution_minutes
2020-01-01 00:00:00+00:00,Belgium,41.88,60
2020-01-01 01:00:00+00:00,Belgium,38.6,60
2020-01-01 02:00:00+00:00,Belgium,36.55,60
2020-01-01 03:00:00+00:00,Belgium,32.32,60
2020-01-01 04:00:00+00:00,Belgium,30.85,60
2020-01-01 05:00:00+00:00,Belgium,30.14,60
2020-01-01 06:00:00+00:00,Belgium,30.17,60
2020-01-01 07:00:00+00:00,Belgium,30.0,60
2020-01-01 08:00:00+00:00,Belgium,30.65,60
2020-01-01 10:00:00+00:00,Belgium,30.27,60
2020-01-01 11:00:00+00:00,Belgium,30.34,60
2020-01-01 12:00:00+00:00,Belgium,30.99,60
2020-01-01 13:00:00+00:00,Belgium,30.04,60
2020-01-01 14:00:00+00:00,Belgium,30.75,60
2020-01-01 15:00:00+00:00,Belgium,32.11,60
2020-01-01 16:00:00+00:00,Belgium,35.98,60
2020-01-01 17:00:00+00:00,Belgium,40.4,60
2020-01-01 18:00:00+00:00,Belgium,44.05,60
2020-01-01 19:00:00+00:00,Belgium,49.15,60
2020-01-01 20:00:00+00:00,Belgium,44.58,60
2020-01-01 21:00:00+00:00,Belgium,40.68,60
2020-01-01 22:00:00+00:00,Belgium,41.06,60
2020-01-01 23:00:00+00:00,Belgium,38.56,60
2020-01-02 00:00:00+00:00,Belgium,35.4,60
2020-01-02 01:00:00+00:00,Belgium,31.98,60
2020-01-02 02:00:00+00:00,Belgium,30.5,60
2020-01-02 03:00:00+00:00,Belgium,28.79,60
2020-01-02 04:00:00+00:00,Belgium,28.42,60
2020-01-02 05:00:00+00:00,Belgium,28.75,60
2020-01-02 06:00:00+00:00,Belgium,34.16,60
2020-01-02 07:00:00+00:00,Belgium,42.07,60
2020-01-02 08:00:00+00:00,Belgium,44.89,60
2020-01-02 09:00:00+00:00,Belgium,45.26,60
2020-01-02 10:00:00+00:00,Belgium,45.57,60
2020-01-02 11:00:00+00:00,Belgium,45.09,60
2020-01-02 12:00:00+00:00,Belgium,45.16,60
2020-01-02 13:00:00+00:00,Belgium,44.9,60
2020-01-02 14:00:00+00:00,Belgium,44.06,60
2020-01-02 15:00:00+00:00,Belgium,44.0,60
2020-01-02 16:00:00+00:00,Belgium,44.38,60
2020-01-02 17:00:00+00:00,Belgium,46.05,60
2020-01-02 18:00:00+00:00,Belgium,46.72,60
2020-01-02 19:00:00+00:00,Belgium,45.04,60
2020-01-02 20:00:00+00:00,Belgium,35.97,60
2020-01-02 21:00:00+00:00,Belgium,34.37,60
2020-01-02 22:00:00+00:00,Belgium,32.58,60
2020-01-02 23:00:00+00:00,Belgium,31.77,60
2020-01-03 00:00:00+00:00,Belgium,32.05,60
2020-01-03 01:00:00+00:00,Belgium,30.75,60
2020-01-03 02:00:00+00:00,Belgium,29.03,60
2020-01-03 03:00:00+00:00,Belgium,24.96,60
2020-01-03 04:00:00+00:00,Belgium,22.56,60
2020-01-03 05:00:00+00:00,Belgium,26.16,60
2020-01-03 06:00:00+00:00,Belgium,31.21,60
2020-01-03 07:00:00+00:00,Belgium,36.73,60
2020-01-03 08:00:00+00:00,Belgium,40.7,60
2020-01-03 09:00:00+00:00,Belgium,45.95,60
2020-01-03 10:00:00+00:00,Belgium,47.67,60
2020-01-03 11:00:00+00:00,Belgium,45.97,60
2020-01-03 12:00:00+00:00,Belgium,43.56,60
2020-01-03 13:00:00+00:00,Belgium,39.35,60
2020-01-03 14:00:00+00:00,Belgium,39.04,60
2020-01-03 15:00:00+00:00,Belgium,38.4,60
2020-01-03 16:00:00+00:00,Belgium,38.91,60
2020-01-03 17:00:00+00:00,Belgium,45.76,60
2020-01-03 18:00:00+00:00,Belgium,47.77,60
2020-01-03 19:00:00+00:00,Belgium,45.75,60
2020-01-03 20:00:00+00:00,Belgium,44.66,60
2020-01-03 21:00:00+00:00,Belgium,33.0,60
2020-01-03 22:00:00+00:00,Belgium,38.72,60
2020-01-03 23:00:00+00:00,Belgium,37.74,60
2020-01-04 00:00:00+00:00,Belgium,33.12,60
2020-01-04 01:00:00+00:00,Belgium,30.49,60
2020-01-04 02:00:00+00:00,Belgium,30.14,60
2020-01-04 03:00:00+00:00,Belgium,27.75,60
2020-01-04 04:00:00+00:00,Belgium,26.32,60
2020-01-04 05:00:00+00:00,Belgium,25.95,60
2020-01-04 06:00:00+00:00,Belgium,25.84,60
2020-01-04 07:00:00+00:00,Belgium,27.28,60
2020-01-04 08:00:00+00:00,Belgium,30.0,60
2020-01-04 09:00:00+00:00,Belgium,36.41,60
2020-01-04 10:00:00+00:00,Belgium,39.5,60
2020-01-04 11:00:00+00:00,Belgium,40.26,60
2020-01-04 12:00:00+00:00,Belgium,35.0,60
2020-01-04 13:00:00+00:00,Belgium,32.07,60
2020-01-04 14:00:00+00:00,Belgium,36.8,60
2020-01-04 15:00:00+00:00,Belgium,38.94,60
2020-01-04 16:00:00+00:00,Belgium,36.85,60
2020-01-04 17:00:00+00:00,Belgium,49.16,60
2020-01-04 18:00:00+00:00,Belgium,51.66,60
2020-01-04 19:00:00+00:00,Belgium,47.01,60
2020-01-04 20:00:00+00:00,Belgium,42.85,60
2020-01-04 21:00:00+00:00,Belgium,34.46,60
2020-01-04 22:00:00+00:00,Belgium,39.75,60
2020-01-04 23:00:00+00:00,Belgium,37.95,60
2020-01-05 00:00:00+00:00,Belgium,33.1,60
2020-01-05 01:00:00+00:00,Belgium,32.28,60
2020-01-05 02:00:00+00:00,Belgium,31.18,60
2020-01-05 03:00:00+00:00,Belgium,30.1,60
2020-01-05 04:00:00+00:00,Belgium,29.96,60
2020-01-05 05:00:00+00:00,Belgium,29.88,60
2020-01-05 06:00:00+00:00,Belgium,30.38,60
2020-01-05 07:00:00+00:00,Belgium,31.15,60
2020-01-05 08:00:00+00:00,Belgium,32.09,60
2020-01-05 09:00:00+00:00,Belgium,34.27,60
2020-01-05 10:00:00+00:00,Belgium,37.53,60
2020-01-05 11:00:00+00:00,Belgium,38.99,60
2020-01-05 12:00:00+00:00,Belgium,38.15,60
2020-01-05 13:00:00+00:00,Belgium,35.37,60
2020-01-05 14:00:00+00:00,Belgium,34.44,60
2020-01-05 15:00:00+00:00,Belgium,36.1,60
2020-01-05 16:00:00+00:00,Belgium,40.59,60
2020-01-05 17:00:00+00:00,Belgium,44.68,60
2020-01-05 18:00:00+00:00,Belgium,46.16,60
2020-01-05 19:00:00+00:00,Belgium,46.5,60
2020-01-05 20:00:00+00:00,Belgium,45.33,60
2020-01-05 21:00:00+00:00,Belgium,38.05,60
2020-01-05 22:00:00+00:00,Belgium,38.51,60
2020-01-05 23:00:00+00:00,Belgium,35.43,60
2020-01-06 00:00:00+00:00,Belgium,29.16,60
2020-01-06 01:00:00+00:00,Belgium,29.0,60
2020-01-06 02:00:00+00:00,Belgium,29.08,60
2020-01-06 03:00:00+00:00,Belgium,27.72,60
2020-01-06 04:00:00+00:00,Belgium,27.03,60
2020-01-06 05:00:00+00:00,Belgium,28.98,60
2020-01-06 06:00:00+00:00,Belgium,33.18,60
2020-01-06 07:00:00+00:00,Belgium,43.13,60
2020-01-06 08:00:00+00:00,Belgium,44.52,60
2020-01-06 09:00:00+00:00,Belgium,44.96,60
2020-01-06 10:00:00+00:00,Belgium,44.0,60
2020-01-06 11:00:00+00:00,Belgium,42.46,60
2020-01-06 12:00:00+00:00,Belgium,41.3,60
2020-01-06 13:00:00+00:00,Belgium,40.51,60
2020-01-06 14:00:00+00:00,Belgium,41.22,60
2020-01-06 15:00:00+00:00,Belgium,43.28,60
2020-01-06 16:00:00+00:00,Belgium,43.68,60
2020-01-06 17:00:00+00:00,Belgium,47.9,60
2020-01-06 18:00:00+00:00,Belgium,48.91,60
2020-01-06 19:00:00+00:00,Belgium,45.23,60
2020-01-06 20:00:00+00:00,Belgium,40.0,60
2020-01-06 21:00:00+00:00,Belgium,33.89,60
2020-01-06 22:00:00+00:00,Belgium,33.58,60
2020-01-06 23:00:00+00:00,Belgium,30.35,60
2020-01-07 00:00:00+00:00,Belgium,30.0,60
2020-01-07 01:00:00+00:00,Belgium,31.1,60
2020-01-07 02:00:00+00:00,Belgium,29.9,60
2020-01-07 03:00:00+00:00,Belgium,29.02,60
2020-01-07 04:00:00+00:00,Belgium,29.65,60
2020-01-07 05:00:00+00:00,Belgium,31.79,60
2020-01-07 06:00:00+00:00,Belgium,40.84,60
2020-01-07 07:00:00+00:00,Belgium,49.01,60
2020-01-07 08:00:00+00:00,Belgium,51.09,60
2020-01-07 09:00:00+00:00,Belgium,51.12,60
2020-01-07 10:00:00+00:00,Belgium,49.83,60
2020-01-07 11:00:00+00:00,Belgium,49.16,60
2020-01-07 12:00:00+00:00,Belgium,48.43,60
2020-01-07 13:00:00+00:00,Belgium,47.99,60
2020-01-07 14:00:00+00:00,Belgium,47.2,60
2020-01-07 15:00:00+00:00,Belgium,45.38,60
2020-01-07 16:00:00+00:00,Belgium,45.9,60
2020-01-07 17:00:00+00:00,Belgium,47.96,60
2020-01-07 18:00:00+00:00,Belgium,48.11,60
2020-01-07 19:00:00+00:00,Belgium,40.89,60
2020-01-07 20:00:00+00:00,Belgium,30.36,60
2020-01-07 21:00:00+00:00,Belgium,36.39,60
2020-01-07 22:00:00+00:00,Belgium,31.55,60
2020-01-07 23:00:00+00:00,Belgium,32.85,60
2020-01-08 00:00:00+00:00,Belgium,28.9,60
2020-01-08 01:00:00+00:00,Belgium,27.28,60
2020-01-08 02:00:00+00:00,Belgium,24.6,60
2020-01-08 03:00:00+00:00,Belgium,20.86,60
2020-01-08 04:00:00+00:00,Belgium,19.36,60
2020-01-08 05:00:00+00:00,Belgium,25.0,60
2020-01-08 06:00:00+00:00,Belgium,33.05,60
2020-01-08 07:00:00+00:00,Belgium,40.24,60
2020-01-08 08:00:00+00:00,Belgium,43.43,60
2020-01-08 09:00:00+00:00,Belgium,44.03,60
2020-01-08 10:00:00+00:00,Belgium,45.98,60
2020-01-08 11:00:00+00:00,Belgium,45.99,60
2020-01-08 12:00:00+00:00,Belgium,46.1,60
2020-01-08 13:00:00+00:00,Belgium,44.9,60
2020-01-08 14:00:00+00:00,Belgium,46.04,60
2020-01-08 15:00:00+00:00,Belgium,46.33,60
2020-01-08 16:00:00+00:00,Belgium,47.9,60
2020-01-08 17:00:00+00:00,Belgium,55.06,60
2020-01-08 18:00:00+00:00,Belgium,55.92,60
2020-01-08 19:00:00+00:00,Belgium,55.93,60
2020-01-08 20:00:00+00:00,Belgium,48.1,60
2020-01-08 21:00:00+00:00,Belgium,44.92,60
2020-01-08 22:00:00+00:00,Belgium,41.64,60
2020-01-08 23:00:00+00:00,Belgium,39.41,60
2020-01-09 00:00:00+00:00,Belgium,34.08,60
2020-01-09 01:00:00+00:00,Belgium,32.2,60
2020-01-09 02:00:00+00:00,Belgium,32.56,60
2020-01-09 03:00:00+00:00,Belgium,31.08,60
2020-01-09 04:00:00+00:00,Belgium,28.86,60
2020-01-09 05:00:00+00:00,Belgium,28.92,60
2020-01-09 06:00:00+00:00,Belgium,35.21,60
2020-01-09 07:00:00+00:00,Belgium,46.27,60
2020-01-09 08:00:00+00:00,Belgium,47.63,60
2020-01-09 09:00:00+00:00,Belgium,45.68,60
2020-01-09 10:00:00+00:00,Belgium,43.61,60
2020-01-09 11:00:00+00:00,Belgium,40.17,60
2020-01-09 12:00:00+00:00,Belgium,37.33,60
2020-01-09 13:00:00+00:00,Belgium,34.04,60
2020-01-09 14:00:00+00:00,Belgium,32.9,60
2020-01-09 15:00:00+00:00,Belgium,32.54,60
2020-01-09 16:00:00+00:00,Belgium,33.21,60
2020-01-09 17:00:00+00:00,Belgium,42.93,60
2020-01-09 18:00:00+00:00,Belgium,45.63,60
2020-01-09 19:00:00+00:00,Belgium,41.03,60
2020-01-09 20:00:00+00:00,Belgium,33.89,60
2020-01-09 21:00:00+00:00,Belgium,31.26,60
2020-01-09 22:00:00+00:00,Belgium,31.3,60
2020-01-09 23:00:00+00:00,Belgium,29.7,60
2020-01-10 00:00:00+00:00,Belgium,28.06,60
2020-01-10 01:00:00+00:00,Belgium,27.67,60
2020-01-10 02:00:00+00:00,Belgium,28.33,60
2020-01-10 03:00:00+00:00,Belgium,26.72,60
2020-01-10 04:00:00+00:00,Belgium,26.95,60
2020-01-10 05:00:00+00:00,Belgium,27.95,60
2020-01-10 06:00:00+00:00,Belgium,30.27,60
2020-01-10 07:00:00+00:00,Belgium,43.53,60
2020-01-10 08:00:00+00:00,Belgium,47.4,60
2020-01-10 09:00:00+00:00,Belgium,52.38,60
2020-01-10 10:00:00+00:00,Belgium,52.95,60
2020-01-10 11:00:00+00:00,Belgium,50.55,60
2020-01-10 12:00:00+00:00,Belgium,45.94,60
2020-01-10 13:00:00+00:00,Belgium,40.38,60
2020-01-10 14:00:00+00:00,Belgium,37.27,60
2020-01-10 15:00:00+00:00,Belgium,37.73,60
2020-01-10 16:00:00+00:00,Belgium,42.69,60
2020-01-10 17:00:00+00:00,Belgium,48.94,60
2020-01-10 18:00:00+00:00,Belgium,51.01,60
2020-01-10 19:00:00+00:00,Belgium,47.68,60
2020-01-10 20:00:00+00:00,Belgium,45.1,60
2020-01-10 21:00:00+00:00,Belgium,41.39,60
2020-01-10 22:00:00+00:00,Belgium,39.9,60
2020-01-10 23:00:00+00:00,Belgium,33.08,60
2020-01-11 00:00:00+00:00,Belgium,35.01,60
2020-01-11 01:00:00+00:00,Belgium,34.0,60
2020-01-11 02:00:00+00:00,Belgium,31.43,60
2020-01-11 03:00:00+00:00,Belgium,29.14,60
2020-01-11 04:00:00+00:00,Belgium,28.84,60
2020-01-11 05:00:00+00:00,Belgium,28.43,60
2020-01-11 06:00:00+00:00,Belgium,29.19,60
2020-01-11 07:00:00+00:00,Belgium,31.11,60
2020-01-11 08:00:00+00:00,Belgium,35.68,60
2020-01-11 09:00:00+00:00,Belgium,40.0,60
2020-01-11 10:00:00+00:00,Belgium,37.97,60
2020-01-11 11:00:00+00:00,Belgium,37.9,60
2020-01-11 12:00:00+00:00,Belgium,34.7,60
2020-01-11 13:00:00+00:00,Belgium,33.0,60
2020-01-11 14:00:00+00:00,Belgium,31.45,60
2020-01-11 15:00:00+00:00,Belgium,32.38,60
2020-01-11 16:00:00+00:00,Belgium,33.1,60
2020-01-11 17:00:00+00:00,Belgium,40.78,60
2020-01-11 18:00:00+00:00,Belgium,44.68,60
2020-01-11 19:00:00+00:00,Belgium,34.08,60
2020-01-11 20:00:00+00:00,Belgium,32.81,60
2020-01-11 21:00:00+00:00,Belgium,28.39,60
2020-01-11 22:00:00+00:00,Belgium,29.9,60
2020-01-11 23:00:00+00:00,Belgium,26.5,60
2020-01-12 00:00:00+00:00,Belgium,25.26,60
2020-01-12 01:00:00+00:00,Belgium,23.53,60
2020-01-12 02:00:00+00:00,Belgium,24.15,60
2020-01-12 03:00:00+00:00,Belgium,20.35,60
2020-01-12 04:00:00+00:00,Belgium,20.57,60
2020-01-12 05:00:00+00:00,Belgium,21.04,60
2020-01-12 06:00:00+00:00,Belgium,20.64,60
2020-01-12 07:00:00+00:00,Belgium,29.6,60
2020-01-12 08:00:00+00:00,Belgium,28.42,60
2020-01-12 09:00:00+00:00,Belgium,28.4,60
2020-01-12 10:00:00+00:00,Belgium,28.6,60
2020-01-12 11:00:00+00:00,Belgium,30.38,60
2020-01-12 12:00:00+00:00,Belgium,30.9,60
2020-01-12 13:00:00+00:00,Belgium,28.14,60
2020-01-12 14:00:00+00:00,Belgium,27.01,60
2020-01-12 15:00:00+00:00,Belgium,26.64,60
2020-01-12 16:00:00+00:00,Belgium,28.13,60
2020-01-12 17:00:00+00:00,Belgium,35.48,60
2020-01-12 18:00:00+00:00,Belgium,47.0,60
2020-01-12 19:00:00+00:00,Belgium,46.53,60
2020-01-12 20:00:00+00:00,Belgium,46.54,60
2020-01-12 21:00:00+00:00,Belgium,32.07,60
2020-01-12 22:00:00+00:00,Belgium,38.1,60
2020-01-12 23:00:00+00:00,Belgium,33.77,60
2020-01-13 00:00:00+00:00,Belgium,30.13,60
2020-01-13 01:00:00+00:00,Belgium,26.85,60
2020-01-13 02:00:00+00:00,Belgium,25.5,60
2020-01-13 03:00:00+00:00,Belgium,24.95,60
2020-01-13 04:00:00+00:00,Belgium,25.12,60
2020-01-13 05:00:00+00:00,Belgium,27.44,60
2020-01-13 06:00:00+00:00,Belgium,37.96,60
2020-01-13 07:00:00+00:00,Belgium,48.64,60
2020-01-13 08:00:00+00:00,Belgium,52.93,60
2020-01-13 09:00:00+00:00,Belgium,49.89,60
2020-01-13 10:00:00+00:00,Belgium,48.89,60
2020-01-13 11:00:00+00:00,Belgium,47.2,60
2020-01-13 12:00:00+00:00,Belgium,47.0,60
2020-01-13 13:00:00+00:00,Belgium,45.95,60
2020-01-13 14:00:00+00:00,Belgium,45.0,60
2020-01-13 15:00:00+00:00,Belgium,43.89,60
2020-01-13 16:00:00+00:00,Belgium,43.64,60
2020-01-13 17:00:00+00:00,Belgium,46.81,60
2020-01-13 18:00:00+00:00,Belgium,45.27,60
2020-01-13 19:00:00+00:00,Belgium,42.42,60
2020-01-13 20:00:00+00:00,Belgium,32.8,60
2020-01-13 21:00:00+00:00,Belgium,27.79,60
2020-01-13 22:00:00+00:00,Belgium,27.23,60
2020-01-13 23:00:00+00:00,Belgium,25.0,60
2020-01-14 00:00:00+00:00,Belgium,23.66,60
2020-01-14 01:00:00+00:00,Belgium,19.02,60
2020-01-14 02:00:00+00:00,Belgium,14.61,60
2020-01-14 03:00:00+00:00,Belgium,8.93,60
2020-01-14 04:00:00+00:00,Belgium,8.24,60
2020-01-14 05:00:00+00:00,Belgium,17.29,60
2020-01-14 06:00:00+00:00,Belgium,27.47,60
2020-01-14 07:00:00+00:00,Belgium,34.95,60
2020-01-14 08:00:00+00:00,Belgium,38.43,60
2020-01-14 09:00:00+00:00,Belgium,39.73,60
2020-01-14 10:00:00+00:00,Belgium,40.01,60
2020-01-14 11:00:00+00:00,Belgium,40.03,60
2020-01-14 12:00:00+00:00,Belgium,37.35,60
2020-01-14 13:00:00+00:00,Belgium,32.26,60
2020-01-14 14:00:00+00:00,Belgium,34.49,60
2020-01-14 15:00:00+00:00,Belgium,32.99,60
2020-01-14 16:00:00+00:00,Belgium,32.69,60
2020-01-14 17:00:00+00:00,Belgium,38.71,60
2020-01-14 18:00:00+00:00,Belgium,37.69,60
2020-01-14 19:00:00+00:00,Belgium,35.03,60
2020-01-14 20:00:00+00:00,Belgium,30.63,60
2020-01-14 21:00:00+00:00,Belgium,32.0,60
2020-01-14 22:00:00+00:00,Belgium,29.9,60
2020-01-14 23:00:00+00:00,Belgium,29.46,60
2020-01-15 00:00:00+00:00,Belgium,23.79,60
2020-01-15 01:00:00+00:00,Belgium,19.3,60
2020-01-15 02:00:00+00:00,Belgium,15.96,60
2020-01-15 03:00:00+00:00,Belgium,11.06,60
2020-01-15 04:00:00+00:00,Belgium,10.52,60
2020-01-15 05:00:00+00:00,Belgium,19.15,60
2020-01-15 06:00:00+00:00,Belgium,28.56,60
2020-01-15 07:00:00+00:00,Belgium,38.34,60
2020-01-15 08:00:00+00:00,Belgium,38.88,60
2020-01-15 09:00:00+00:00,Belgium,36.34,60
2020-01-15 10:00:00+00:00,Belgium,31.67,60
2020-01-15 11:00:00+00:00,Belgium,32.16,60
2020-01-15 12:00:00+00:00,Belgium,30.64,60
2020-01-15 13:00:00+00:00,Belgium,30.0,60
2020-01-15 14:00:00+00:00,Belgium,35.0,60
2020-01-15 15:00:00+00:00,Belgium,34.46,60
2020-01-15 16:00:00+00:00,Belgium,36.54,60
2020-01-15 17:00:00+00:00,Belgium,45.68,60
2020-01-15 18:00:00+00:00,Belgium,44.9,60
2020-01-15 19:00:00+00:00,Belgium,44.21,60
2020-01-15 20:00:00+00:00,Belgium,35.64,60
2020-01-15 21:00:00+00:00,Belgium,31.3,60
2020-01-15 22:00:00+00:00,Belgium,34.47,60
2020-01-15 23:00:00+00:00,Belgium,31.38,60
2020-01-16 00:00:00+00:00,Belgium,29.71,60
2020-01-16 01:00:00+00:00,Belgium,31.12,60
2020-01-16 02:00:00+00:00,Belgium,30.67,60
2020-01-16 03:00:00+00:00,Belgium,29.96,60
2020-01-16 04:00:00+00:00,Belgium,29.72,60
2020-01-16 05:00:00+00:00,Belgium,31.01,60
2020-01-16 06:00:00+00:00,Belgium,38.57,60
2020-01-16 07:00:00+00:00,Belgium,45.31,60
2020-01-16 08:00:00+00:00,Belgium,52.4,60
2020-01-16 09:00:00+00:00,Belgium,47.0,60
2020-01-16 10:00:00+00:00,Belgium,43.51,60
2020-01-16 11:00:00+00:00,Belgium,42.1,60
2020-01-16 12:00:00+00:00,Belgium,40.27,60
2020-01-16 13:00:00+00:00,Belgium,40.23,60
2020-01-16 14:00:00+00:00,Belgium,38.53,60
2020-01-16 15:00:00+00:00,Belgium,36.82,60
2020-01-16 16:00:00+00:00,Belgium,37.78,60
2020-01-16 17:00:00+00:00,Belgium,41.72,60
2020-01-16 18:00:00+00:00,Belgium,42.95,60
2020-01-16 19:00:00+00:00,Belgium,39.55,60
2020-01-16 20:00:00+00:00,Belgium,34.06,60
2020-01-16 21:00:00+00:00,Belgium,31.14,60
2020-01-16 22:00:00+00:00,Belgium,31.6,60
2020-01-16 23:00:00+00:00,Belgium,30.6,60
2020-01-17 00:00:00+00:00,Belgium,27.52,60
2020-01-17 01:00:00+00:00,Belgium,27.41,60
2020-01-17 02:00:00+00:00,Belgium,26.78,60
2020-01-17 03:00:00+00:00,Belgium,25.71,60
2020-01-17 04:00:00+00:00,Belgium,26.01,60
2020-01-17 05:00:00+00:00,Belgium,27.97,60
2020-01-17 06:00:00+00:00,Belgium,31.09,60
2020-01-17 07:00:00+00:00,Belgium,40.25,60
2020-01-17 08:00:00+00:00,Belgium,43.8,60
2020-01-17 09:00:00+00:00,Belgium,43.19,60
2020-01-17 10:00:00+00:00,Belgium,43.97,60
2020-01-17 11:00:00+00:00,Belgium,43.8,60
2020-01-17 12:00:00+00:00,Belgium,41.37,60
2020-01-17 13:00:00+00:00,Belgium,39.98,60
2020-01-17 14:00:00+00:00,Belgium,39.04,60
2020-01-17 15:00:00+00:00,Belgium,40.07,60
2020-01-17 16:00:00+00:00,Belgium,41.72,60
2020-01-17 17:00:00+00:00,Belgium,44.63,60
2020-01-17 18:00:00+00:00,Belgium,46.0,60
2020-01-17 19:00:00+00:00,Belgium,44.66,60
2020-01-17 20:00:00+00:00,Belgium,40.99,60
2020-01-17 21:00:00+00:00,Belgium,33.9,60
2020-01-17 22:00:00+00:00,Belgium,33.38,60
2020-01-17 23:00:00+00:00,Belgium,33.0,60
2020-01-18 00:00:00+00:00,Belgium,28.44,60
2020-01-18 01:00:00+00:00,Belgium,27.7,60
2020-01-18 02:00:00+00:00,Belgium,27.92,60
2020-01-18 03:00:00+00:00,Belgium,25.96,60
2020-01-18 04:00:00+00:00,Belgium,26.01,60
2020-01-18 05:00:00+00:00,Belgium,26.55,60
2020-01-18 06:00:00+00:00,Belgium,28.31,60
2020-01-18 07:00:00+00:00,Belgium,30.98,60
2020-01-18 08:00:00+00:00,Belgium,33.49,60
2020-01-18 09:00:00+00:00,Belgium,38.71,60
2020-01-18 10:00:00+00:00,Belgium,42.35,60
2020-01-18 11:00:00+00:00,Belgium,42.34,60
2020-01-18 12:00:00+00:00,Belgium,39.47,60
2020-01-18 13:00:00+00:00,Belgium,37.75,60
2020-01-18 14:00:00+00:00,Belgium,35.17,60
2020-01-18 15:00:00+00:00,Belgium,35.47,60
2020-01-18 16:00:00+00:00,Belgium,37.41,60
2020-01-18 17:00:00+00:00,Belgium,41.3,60
2020-01-18 18:00:00+00:00,Belgium,43.04,60
2020-01-18 19:00:00+00:00,Belgium,41.91,60
2020-01-18 20:00:00+00:00,Belgium,40.33,60
2020-01-18 21:00:00+00:00,Belgium,35.13,60
2020-01-18 22:00:00+00:00,Belgium,38.22,60
2020-01-18 23:00:00+00:00,Belgium,33.91,60
2020-01-19 00:00:00+00:00,Belgium,33.2,60
2020-01-19 01:00:00+00:00,Belgium,30.8,60
2020-01-19 02:00:00+00:00,Belgium,29.54,60
2020-01-19 03:00:00+00:00,Belgium,28.79,60
2020-01-19 04:00:00+00:00,Belgium,27.71,60
2020-01-19 05:00:00+00:00,Belgium,27.26,60
2020-01-19 06:00:00+00:00,Belgium,27.82,60
2020-01-19 07:00:00+00:00,Belgium,30.01,60
2020-01-19 08:00:00+00:00,Belgium,31.7,60
2020-01-19 09:00:00+00:00,Belgium,35.2,60
2020-01-19 11:00:00+00:00,Belgium,34.47,60
2020-01-19 12:00:00+00:00,Belgium,33.36,60
2020-01-19 13:00:00+00:00,Belgium,29.9,60
2020-01-19 14:00:00+00:00,Belgium,28.6,60
2020-01-19 15:00:00+00:00,Belgium,29.47,60
2020-01-19 16:00:00+00:00,Belgium,29.99,60
2020-01-19 17:00:00+00:00,Belgium,36.85,60
2020-01-19 18:00:00+00:00,Belgium,44.24,60
2020-01-19 19:00:00+00:00,Belgium,43.89,60
2020-01-19 20:00:00+00:00,Belgium,41.14,60
2020-01-19 21:00:00+00:00,Belgium,36.74,60
2020-01-19 22:00:00+00:00,Belgium,40.0,60
2020-01-19 23:00:00+00:00,Belgium,36.15,60
2020-01-20 00:00:00+00:00,Belgium,34.24,60
2020-01-20 01:00:00+00:00,Belgium,34.01,60
2020-01-20 02:00:00+00:00,Belgium,33.08,60
2020-01-20 03:00:00+00:00,Belgium,32.1,60
2020-01-20 04:00:00+00:00,Belgium,31.5,60
2020-01-20 05:00:00+00:00,Belgium,33.89,60
2020-01-20 06:00:00+00:00,Belgium,45.63,60
2020-01-20 07:00:00+00:00,Belgium,54.29,60
2020-01-20 08:00:00+00:00,Belgium,59.68,60
2020-01-20 09:00:00+00:00,Belgium,57.01,60
2020-01-20 10:00:00+00:00,Belgium,50.63,60
2020-01-20 11:00:00+00:00,Belgium,48.17,60
2020-01-20 12:00:00+00:00,Belgium,43.96,60
2020-01-20 13:00:00+00:00,Belgium,43.02,60
2020-01-20 14:00:00+00:00,Belgium,43.11,60
2020-01-20 15:00:00+00:00,Belgium,44.83,60
2020-01-20 16:00:00+00:00,Belgium,46.0,60
2020-01-20 17:00:00+00:00,Belgium,55.91,60
2020-01-20 18:00:00+00:00,Belgium,57.05,60
2020-01-20 19:00:00+00:00,Belgium,54.02,60
2020-01-20 20:00:00+00:00,Belgium,48.68,60
2020-01-20 21:00:00+00:00,Belgium,44.88,60
2020-01-20 22:00:00+00:00,Belgium,41.62,60
2020-01-20 23:00:00+00:00,Belgium,41.63,60
2020-01-21 00:00:00+00:00,Belgium,35.28,60
2020-01-21 01:00:00+00:00,Belgium,34.82,60
2020-01-21 02:00:00+00:00,Belgium,35.52,60
2020-01-21 03:00:00+00:00,Belgium,34.24,60
2020-01-21 04:00:00+00:00,Belgium,34.66,60
2020-01-21 05:00:00+00:00,Belgium,36.35,60
2020-01-21 06:00:00+00:00,Belgium,42.52,60
2020-01-21 07:00:00+00:00,Belgium,51.82,60
2020-01-21 08:00:00+00:00,Belgium,66.31,60
2020-01-21 09:00:00+00:00,Belgium,65.49,60
2020-01-21 10:00:00+00:00,Belgium,60.93,60
2020-01-21 11:00:00+00:00,Belgium,55.29,60
2020-01-21 12:00:00+00:00,Belgium,47.89,60
2020-01-21 13:00:00+00:00,Belgium,45.5,60
2020-01-21 14:00:00+00:00,Belgium,48.03,60
2020-01-21 15:00:00+00:00,Belgium,47.71,60
2020-01-21 16:00:00+00:00,Belgium,49.98,60
2020-01-21 17:00:00+00:00,Belgium,58.95,60
2020-01-21 18:00:00+00:00,Belgium,67.43,60
2020-01-21 19:00:00+00:00,Belgium,57.94,60
2020-01-21 20:00:00+00:00,Belgium,49.88,60
